filename,case,split
"D09_HE [d=5,x=19391,y=10245,w=3376,h=3326] [d=1,x=256,y=256,w=512,h=512]",D009,val
"D09_HE [d=5,x=19391,y=10245,w=3376,h=3326] [d=1,x=256,y=512,w=512,h=512]",D009,train
"D09_HE [d=5,x=19391,y=10245,w=3376,h=3326] [d=1,x=512,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=19391,y=10245,w=3376,h=3326] [d=1,x=512,y=256,w=512,h=512]",D009,val
"D09_HE [d=5,x=19391,y=10245,w=3376,h=3326] [d=1,x=512,y=512,w=512,h=512]",D009,train
"D09_HE [d=5,x=23717,y=15036,w=1444,h=1450] [d=1,x=0,y=0,w=512,h=512]",D009,val
"D09_HE [d=5,x=23717,y=15036,w=1444,h=1450] [d=1,x=0,y=256,w=512,h=512]",D009,val
"D09_HE [d=5,x=23717,y=15036,w=1444,h=1450] [d=1,x=256,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=23717,y=15036,w=1444,h=1450] [d=1,x=256,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=24772,y=10583,w=2918,h=2513] [d=1,x=0,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=24772,y=10583,w=2918,h=2513] [d=1,x=0,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=24772,y=10583,w=2918,h=2513] [d=1,x=256,y=0,w=512,h=512]",D009,val
"D09_HE [d=5,x=24772,y=10583,w=2918,h=2513] [d=1,x=256,y=256,w=512,h=512]",D009,val
"D09_HE [d=5,x=24772,y=10583,w=2918,h=2513] [d=1,x=512,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=24772,y=10583,w=2918,h=2513] [d=1,x=512,y=256,w=512,h=512]",D009,val
"D09_HE [d=5,x=33164,y=27671,w=1269,h=1543] [d=1,x=0,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=33164,y=27671,w=1269,h=1543] [d=1,x=0,y=256,w=512,h=512]",D009,val
"D09_HE [d=5,x=3774,y=16637,w=1947,h=2115] [d=1,x=0,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=3774,y=16637,w=1947,h=2115] [d=1,x=0,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=3774,y=16637,w=1947,h=2115] [d=1,x=256,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=3774,y=16637,w=1947,h=2115] [d=1,x=256,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=4042,y=17630,w=1312,h=1478] [d=1,x=0,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=4042,y=17630,w=1312,h=1478] [d=1,x=0,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=4042,y=17630,w=1312,h=1478] [d=1,x=256,y=0,w=512,h=512]",D009,val
"D09_HE [d=5,x=4042,y=17630,w=1312,h=1478] [d=1,x=256,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=41439,y=27142,w=1831,h=2640] [d=1,x=0,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=41439,y=27142,w=1831,h=2640] [d=1,x=0,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=41439,y=27142,w=1831,h=2640] [d=1,x=0,y=512,w=512,h=512]",D009,train
"D09_HE [d=5,x=41439,y=27142,w=1831,h=2640] [d=1,x=256,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=41439,y=27142,w=1831,h=2640] [d=1,x=256,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=41439,y=27142,w=1831,h=2640] [d=1,x=256,y=512,w=512,h=512]",D009,train
"D09_HE [d=5,x=41931,y=23511,w=1726,h=1556] [d=1,x=0,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=41931,y=23511,w=1726,h=1556] [d=1,x=0,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=41931,y=23511,w=1726,h=1556] [d=1,x=256,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=41931,y=23511,w=1726,h=1556] [d=1,x=256,y=256,w=512,h=512]",D009,val
"D09_HE [d=5,x=48868,y=15857,w=1519,h=1540] [d=1,x=0,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=48868,y=15857,w=1519,h=1540] [d=1,x=0,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=48868,y=15857,w=1519,h=1540] [d=1,x=256,y=0,w=512,h=512]",D009,val
"D09_HE [d=5,x=48868,y=15857,w=1519,h=1540] [d=1,x=256,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=0,y=0,w=512,h=512]",D009,val
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=0,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=0,y=512,w=512,h=512]",D009,train
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=0,y=768,w=512,h=512]",D009,train
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=256,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=256,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=256,y=512,w=512,h=512]",D009,val
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=256,y=768,w=512,h=512]",D009,train
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=512,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=512,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=512,y=512,w=512,h=512]",D009,val
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=512,y=768,w=512,h=512]",D009,val
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=768,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=768,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=768,y=512,w=512,h=512]",D009,val
"D09_HE [d=5,x=53842,y=29642,w=5000,h=5000] [d=1,x=768,y=768,w=512,h=512]",D009,train
"D09_HE [d=5,x=54908,y=40143,w=3007,h=2887] [d=1,x=0,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=54908,y=40143,w=3007,h=2887] [d=1,x=0,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=54908,y=40143,w=3007,h=2887] [d=1,x=0,y=512,w=512,h=512]",D009,train
"D09_HE [d=5,x=54908,y=40143,w=3007,h=2887] [d=1,x=256,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=54908,y=40143,w=3007,h=2887] [d=1,x=256,y=256,w=512,h=512]",D009,val
"D09_HE [d=5,x=54908,y=40143,w=3007,h=2887] [d=1,x=256,y=512,w=512,h=512]",D009,train
"D09_HE [d=5,x=54908,y=40143,w=3007,h=2887] [d=1,x=512,y=0,w=512,h=512]",D009,train
"D09_HE [d=5,x=54908,y=40143,w=3007,h=2887] [d=1,x=512,y=256,w=512,h=512]",D009,train
"D09_HE [d=5,x=54908,y=40143,w=3007,h=2887] [d=1,x=512,y=512,w=512,h=512]",D009,train
"D101_HE [d=5,x=48517,y=56598,w=3137,h=3447] [d=1,x=0,y=0,w=512,h=512]",D101,train
"D101_HE [d=5,x=48517,y=56598,w=3137,h=3447] [d=1,x=0,y=256,w=512,h=512]",D101,val
"D101_HE [d=5,x=48517,y=56598,w=3137,h=3447] [d=1,x=0,y=512,w=512,h=512]",D101,train
"D101_HE [d=5,x=48517,y=56598,w=3137,h=3447] [d=1,x=256,y=0,w=512,h=512]",D101,train
"D101_HE [d=5,x=48517,y=56598,w=3137,h=3447] [d=1,x=256,y=256,w=512,h=512]",D101,train
"D101_HE [d=5,x=48517,y=56598,w=3137,h=3447] [d=1,x=256,y=512,w=512,h=512]",D101,train
"D101_HE [d=5,x=48517,y=56598,w=3137,h=3447] [d=1,x=512,y=0,w=512,h=512]",D101,train
"D101_HE [d=5,x=48517,y=56598,w=3137,h=3447] [d=1,x=512,y=256,w=512,h=512]",D101,train
"D101_HE [d=5,x=48517,y=56598,w=3137,h=3447] [d=1,x=512,y=512,w=512,h=512]",D101,train
"D10_HE [d=5,x=101206,y=48490,w=2150,h=2167] [d=1,x=0,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=101206,y=48490,w=2150,h=2167] [d=1,x=0,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=101206,y=48490,w=2150,h=2167] [d=1,x=256,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=101206,y=48490,w=2150,h=2167] [d=1,x=256,y=256,w=512,h=512]",D010,val
"D10_HE [d=5,x=102495,y=31297,w=854,h=1221] [d=1,x=0,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=104694,y=33428,w=1391,h=1516] [d=1,x=0,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=104694,y=33428,w=1391,h=1516] [d=1,x=0,y=256,w=512,h=512]",D010,val
"D10_HE [d=5,x=104694,y=33428,w=1391,h=1516] [d=1,x=256,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=104694,y=33428,w=1391,h=1516] [d=1,x=256,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=106402,y=47012,w=2444,h=2428] [d=1,x=0,y=0,w=512,h=512]",D010,val
"D10_HE [d=5,x=106402,y=47012,w=2444,h=2428] [d=1,x=0,y=256,w=512,h=512]",D010,val
"D10_HE [d=5,x=106402,y=47012,w=2444,h=2428] [d=1,x=256,y=0,w=512,h=512]",D010,val
"D10_HE [d=5,x=106402,y=47012,w=2444,h=2428] [d=1,x=256,y=256,w=512,h=512]",D010,val
"D10_HE [d=5,x=106714,y=47158,w=1821,h=1769] [d=1,x=0,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=106714,y=47158,w=1821,h=1769] [d=1,x=0,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=106714,y=47158,w=1821,h=1769] [d=1,x=256,y=0,w=512,h=512]",D010,val
"D10_HE [d=5,x=106714,y=47158,w=1821,h=1769] [d=1,x=256,y=256,w=512,h=512]",D010,val
"D10_HE [d=5,x=108874,y=57776,w=1653,h=1867] [d=1,x=0,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=108874,y=57776,w=1653,h=1867] [d=1,x=0,y=256,w=512,h=512]",D010,val
"D10_HE [d=5,x=108874,y=57776,w=1653,h=1867] [d=1,x=256,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=108874,y=57776,w=1653,h=1867] [d=1,x=256,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=42950,y=38101,w=2267,h=2332] [d=1,x=0,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=42950,y=38101,w=2267,h=2332] [d=1,x=0,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=42950,y=38101,w=2267,h=2332] [d=1,x=256,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=42950,y=38101,w=2267,h=2332] [d=1,x=256,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=45235,y=36269,w=1388,h=1643] [d=1,x=0,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=45235,y=36269,w=1388,h=1643] [d=1,x=0,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=45235,y=36269,w=1388,h=1643] [d=1,x=256,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=45235,y=36269,w=1388,h=1643] [d=1,x=256,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=51614,y=46457,w=2426,h=2444] [d=1,x=0,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=51614,y=46457,w=2426,h=2444] [d=1,x=0,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=51614,y=46457,w=2426,h=2444] [d=1,x=256,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=51614,y=46457,w=2426,h=2444] [d=1,x=256,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=90647,y=60088,w=2776,h=2504] [d=1,x=0,y=0,w=512,h=512]",D010,val
"D10_HE [d=5,x=90647,y=60088,w=2776,h=2504] [d=1,x=0,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=90647,y=60088,w=2776,h=2504] [d=1,x=256,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=90647,y=60088,w=2776,h=2504] [d=1,x=256,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=90647,y=60088,w=2776,h=2504] [d=1,x=512,y=0,w=512,h=512]",D010,val
"D10_HE [d=5,x=90647,y=60088,w=2776,h=2504] [d=1,x=512,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=0,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=0,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=0,y=512,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=0,y=768,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=256,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=256,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=256,y=512,w=512,h=512]",D010,val
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=256,y=768,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=512,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=512,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=512,y=512,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=512,y=768,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=768,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=768,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=768,y=512,w=512,h=512]",D010,train
"D10_HE [d=5,x=95266,y=30226,w=5000,h=4088] [d=1,x=768,y=768,w=512,h=512]",D010,train
"D10_HE [d=5,x=98598,y=55796,w=3256,h=3460] [d=1,x=0,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=98598,y=55796,w=3256,h=3460] [d=1,x=0,y=256,w=512,h=512]",D010,train
"D10_HE [d=5,x=98598,y=55796,w=3256,h=3460] [d=1,x=0,y=512,w=512,h=512]",D010,train
"D10_HE [d=5,x=98598,y=55796,w=3256,h=3460] [d=1,x=256,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=98598,y=55796,w=3256,h=3460] [d=1,x=256,y=256,w=512,h=512]",D010,val
"D10_HE [d=5,x=98598,y=55796,w=3256,h=3460] [d=1,x=256,y=512,w=512,h=512]",D010,train
"D10_HE [d=5,x=98598,y=55796,w=3256,h=3460] [d=1,x=512,y=0,w=512,h=512]",D010,val
"D10_HE [d=5,x=98598,y=55796,w=3256,h=3460] [d=1,x=512,y=256,w=512,h=512]",D010,val
"D10_HE [d=5,x=98598,y=55796,w=3256,h=3460] [d=1,x=512,y=512,w=512,h=512]",D010,train
"D10_HE [d=5,x=98690,y=37069,w=1436,h=1181] [d=1,x=0,y=0,w=512,h=512]",D010,train
"D10_HE [d=5,x=98690,y=37069,w=1436,h=1181] [d=1,x=256,y=0,w=512,h=512]",D010,train
"D11_HE [d=5,x=11652,y=7363,w=2079,h=1915] [d=1,x=0,y=0,w=512,h=512]",D011,train
"D11_HE [d=5,x=11652,y=7363,w=2079,h=1915] [d=1,x=0,y=256,w=512,h=512]",D011,train
"D11_HE [d=5,x=11652,y=7363,w=2079,h=1915] [d=1,x=256,y=0,w=512,h=512]",D011,train
"D11_HE [d=5,x=11652,y=7363,w=2079,h=1915] [d=1,x=256,y=256,w=512,h=512]",D011,train
"D11_HE [d=5,x=14429,y=4716,w=2419,h=2913] [d=1,x=0,y=0,w=512,h=512]",D011,train
"D11_HE [d=5,x=14429,y=4716,w=2419,h=2913] [d=1,x=0,y=256,w=512,h=512]",D011,train
"D11_HE [d=5,x=14429,y=4716,w=2419,h=2913] [d=1,x=0,y=512,w=512,h=512]",D011,train
"D11_HE [d=5,x=14429,y=4716,w=2419,h=2913] [d=1,x=256,y=0,w=512,h=512]",D011,train
"D11_HE [d=5,x=14429,y=4716,w=2419,h=2913] [d=1,x=256,y=256,w=512,h=512]",D011,train
"D11_HE [d=5,x=14429,y=4716,w=2419,h=2913] [d=1,x=256,y=512,w=512,h=512]",D011,val
"D11_HE [d=5,x=14856,y=9036,w=1762,h=1789] [d=1,x=0,y=0,w=512,h=512]",D011,train
"D11_HE [d=5,x=14856,y=9036,w=1762,h=1789] [d=1,x=0,y=256,w=512,h=512]",D011,train
"D11_HE [d=5,x=14856,y=9036,w=1762,h=1789] [d=1,x=256,y=0,w=512,h=512]",D011,train
"D11_HE [d=5,x=14856,y=9036,w=1762,h=1789] [d=1,x=256,y=256,w=512,h=512]",D011,val
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=0,y=0,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=0,y=1024,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=0,y=256,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=0,y=512,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=0,y=768,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1024,y=0,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1024,y=1024,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1024,y=256,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1024,y=512,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1024,y=768,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1280,y=0,w=512,h=512]",D123,val
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1280,y=1024,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1280,y=256,w=512,h=512]",D123,val
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1280,y=512,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1280,y=768,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1536,y=0,w=512,h=512]",D123,val
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1536,y=1024,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1536,y=256,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1536,y=512,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=1536,y=768,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=256,y=0,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=256,y=1024,w=512,h=512]",D123,val
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=256,y=256,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=256,y=512,w=512,h=512]",D123,val
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=256,y=768,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=512,y=0,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=512,y=1024,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=512,y=256,w=512,h=512]",D123,val
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=512,y=512,w=512,h=512]",D123,val
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=512,y=768,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=768,y=0,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=768,y=1024,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=768,y=256,w=512,h=512]",D123,val
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=768,y=512,w=512,h=512]",D123,train
"D123_HE [d=5,x=18158,y=23006,w=8597,h=6351] [d=1,x=768,y=768,w=512,h=512]",D123,val
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=0,y=0,w=512,h=512]",D128,train
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=0,y=256,w=512,h=512]",D128,train
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=0,y=512,w=512,h=512]",D128,val
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=0,y=768,w=512,h=512]",D128,train
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=256,y=0,w=512,h=512]",D128,train
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=256,y=256,w=512,h=512]",D128,train
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=256,y=512,w=512,h=512]",D128,train
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=256,y=768,w=512,h=512]",D128,train
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=512,y=0,w=512,h=512]",D128,train
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=512,y=256,w=512,h=512]",D128,train
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=512,y=512,w=512,h=512]",D128,train
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=512,y=768,w=512,h=512]",D128,train
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=768,y=0,w=512,h=512]",D128,train
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=768,y=256,w=512,h=512]",D128,train
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=768,y=512,w=512,h=512]",D128,train
"D128_HE [d=5,x=28985,y=22449,w=4338,h=4468] [d=1,x=768,y=768,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=0,y=0,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=0,y=256,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=0,y=512,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=0,y=768,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=256,y=0,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=256,y=256,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=256,y=512,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=256,y=768,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=512,y=0,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=512,y=256,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=512,y=512,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=512,y=768,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=768,y=0,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=768,y=256,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=768,y=512,w=512,h=512]",D128,train
"D128_HE [d=5,x=40558,y=15055,w=4869,h=4798] [d=1,x=768,y=768,w=512,h=512]",D128,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=0,y=0,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=0,y=1024,w=512,h=512]",D129,val
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=0,y=1280,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=0,y=256,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=0,y=512,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=0,y=768,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=1024,y=0,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=1024,y=1024,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=1024,y=1280,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=1024,y=256,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=1024,y=512,w=512,h=512]",D129,val
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=1024,y=768,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=1280,y=0,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=1280,y=1024,w=512,h=512]",D129,val
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=1280,y=1280,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=1280,y=256,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=1280,y=512,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=1280,y=768,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=1536,y=0,w=512,h=512]",D129,train
"D129_HE [d=5,x=16179,y=18644,w=7689,h=7598] [d=1,x=1536,y=1024,w=512,h=512]",D129,val
